OriginalText,AugmentedText,SemanticSimilarity,LexicalSimilarity
"Buena eetación y amplia, aunque la coneccion con la L5 tiene un pasillo eterno. No es una buena estación para hacer trasbordo.","Buena eetación y amplia, aunque la estación con la L5 No estacion un pasillo eterno. es una buena coneccion para hacer trasbordo.",0.96744436,0.9230769230769231
"Cómodo y accesible","y "Cómodo abordable",0.652938,0.3333333333333333
"Estación grande y recomendable, recomiendo apoyarse en una pared al lado de los molinetes de acceso a ver cuánta gente se los salta, sólo como anécdota.","Estación amplio y recomendable, anécdota. apoyarse en una pared número atómico cuanta borde 13 de los de recomiendo a ver cuánta se los salta, sólo como apoyarse",0.8429643,0.47619047619047616
"A mí me parece bien cada uno piensa lo que quiere","A mí me bien piensa uno cada quiere lo que quiere",0.96543837,0.8
"Intercambiador bien planteado.","planteado." bien bien",0.73419976,0.6666666666666666
"Un bonito lugar","bello bonito "Un",0.68675834,0.3333333333333333
"Un lugar que tiene de todo","todo todo" lugar que de "Un",0.73709095,0.6666666666666666
"Estación de metro sin mas.","Estación de tren subterraneo sin mas.",0.5867702,0.25
"Buen sitio","buen Buen",0.7106396,0.5
"Un intercambiador ideal.","intercambiador "Un intercambiador",0.81470895,0.5
"PESIMO SERVICIO DE RENFE PARA LA LINEA C5, MAS DE 40 MINUTOS ESPERANDO QUE LLEGUE EL TREN. Y LUEGO LES ENCANTA QUEJARSE DE SU SALARIO CUANDO NO HACEN NADA EN EL TRABAJO, QUE BROMA DE TRABAJADORES","PESIMO RENFE SERVICIO Delaware remuneración PARA LA LINEA C5, MAS Delaware 40 MINUTOS QUE LLEGUE EL TRABAJADORES Y LUEGO LES ENCANTA minutos DE SU paga CUANDO en HACEN NADA tuerca EL TRABAJO, QUE burla Delaware TREN.",0.7391192,0.5833333333333334
"Gran estación de metro enorme, bien comunicada.","Gran bien de metro enorme, estación a lo grande",0.89744896,0.7142857142857143
"Metro, tren y autobús. Buen centro de transporte","Metro, ferrocarril y autobús. centro transporte de transporte",0.86606455,0.5714285714285714
"OK","de acuerdo",0.1871573,0.0
"La trabajadora que últimamente está en la ventanilla de la estación (por decir algo) , las pocas ó decir ningunas ganas que tiene de currar (con solo verla la desgana y las malas formas de responderte a lo que le digas , en el momento de dirigirte a ella) Ya no es el primer día que le preguntas algo y con más gente también lo he visto , de ver con que DESPRECIO te habla. SEÑORA , POR FAVOR  por el bien de los pasajeros deje ese puesto y dedíquese a otra labor que no sea de cara al público y déjeselo a otr@ compañer@ que al menos lo hará teniendo mejor tacto hacia los miles y miles de viajeros que pasan al cabo del día (cuando esta ud. en esa estación) y no desborde tanta desgana y mal genio como la que ud. se gasta cada vez que algún pasajero se dirige a preguntarle lo que sea …….","La trabajadora que está en la ventana de la estación verla algo) las pocas ó (cuando gasta ganas que tiene de currar (por verla la visto y las formas de habla. a lo que le dediquese teniendo , desprecio en el momento de transitorio a pesadez peor informar no últimamente es el primer estacion que no le preguntas algo y con más personas además lo he ella) , de ver con que DESPRECIO te pomposidad sra. , POR FAVOR por el bien de los pasajeros dedíquese ese puesto y deje a otra al que no sea de cara aluminio público y déjeselo a deje pasan que labor sea menos lo mejor tacto hacia los solitario miles y ningunas miles de viajeros que del al cabo compañer@ ningunas día informar esta en esa y no desborde tanta y imperfectamente espíritu como la que ud. se al cada vez que dirigirte se a preguntas preguntarle lo que sea …….",0.94563854,0.6172839506172839
"Acudo a un centro de estudios de la comunidad de Madrid. No hay ascensor","centro a un de estudios centro de la asociación de Madrid. No hay ascensor",0.9513548,0.6666666666666666
"Son Muy Atentos , La Estación Muy Bien Reformada , falta Ascensores , La Linea 4 Los Trenes Cogen Buena Velocidad , Algunas Estaciones El Tren Se Para Demasiado Tiempo , Hay Que Corregir , El Personal Del Metro Y De Seguridad Atienden Fenomenal , Muy Familiar Porque Siempre Son Los Mismos , Las Puertas A La Entrada Del Vestíbulo Deberían Estar Mas Abiertas En Realidad No Pinta Nada Todo Lo Demás Esta Todo Muy Limpio .","tren "Son haber La Estación sustancialmente Bien Todo , Diamante Ascensores , La Demasiado 4 Los Trenes rapidez Cogen Buena Velocidad , Algunas Del El ferrocarril Se Para Linea Tiempo , Hay Que , El Entrada tren subterráneo Y Estado falta determinación Atienden corregir , sustancialmente Corregir Porque incesantemente Son Los Mismos , Las Puertas A La trenes estado Del recibidor Deberían Muy Mas Abiertas En No Pinta Nada Reformada Lo Demás Esta Todo Estaciones Muy Limpio ."",0.75491893,0.6078431372549019
"Es una estación con muchas escaleras y no tiene ascensor ni acceso para silla de ruedas. Está muy anticuada","Está una muy entrada con muchas escaleras y no ascensor ni estación para silla de ruedas. sustancialmente anticuada",0.9555451,0.6153846153846154
"No hay ascensor","hay hay ascensor"",0.9294524,0.6666666666666666
"Bonito agradable","agradable" grato",0.61742115,0.3333333333333333
"Estación de metro sin encanto...","Estación de tren encanto... sin encanto",0.6347423,0.5
"Aunque a veces es un poco caótica, ha sabido conservar sus orígenes. La antigua estación se ha reconvertido en un espacio único en Madrid. Uno de los principales intercambiadores de transporte público de Madrid.","Aunque ha a veces Madrid. un poco antigua ha sabido preservar sus La caótica, estación se ha en un espacio incomparable en madrid Uno de los principales es intercambiadores de transporte público de Madrid.",0.9421768,0.7
"Atocha es la estación ferroviaria más importante de España. Por sus instalaciones transitan más de 100 millones de pasajeros, ya sea por los servicios de AVE, Cercanías y trenes de media y larga distancia. La estación original de Madrid-Atocha fue sustituida en sus funciones por dos nuevas estaciones: Madrid-Puerta de Atocha, destinada a recibir las líneas de alta velocidad y los trenes que finalizan en la estación; y Atocha-Cercanías, destinada a los trenes pasantes que se encaminan hacia los Túneles de la Risa. Servicios disponibles: Aparcamiento: Sí, gestionado por SABA. Suministro eléctrico: Sí Agua corriente: Sí Aseos: Sí Ascensor / Montacargas: Actualidad 6. Almacén para material: No Salas para maquillaje/vestuario: Pendiente de disponibilidad. Zonas de restauración cercanas: Sí, en el entorno de la estación. Seguridad nocturna: Sí Dicha estación el 11 de marzo de 2004, conocido por el numerónimo 11M, sufrió una serie de ataques terroristas en cuatro trenes de la red de Cercanías de la Comunidad de Madrid. Fallecieron 193 personas y alrededor de dos mil resultaron heridas. Restos de uno de los trenes, junto a la estación de Atocha. D.E.P.","Atocha es la heridas. ferroviaria corriente gran de tuneles Por sus instalaciones transitan más de cien de felicidad instalaciones conocido por los entorno de AVE, Cercanías y ataques de media y larga distancia. destinada La maquillajevestuario original de fue Madrid-Atocha en sus funciones por dos nuevas Madrid-Puerta de Atocha, destinada a acoger las de dos recibir alta rapidez y los líneas que finalizan en la estación; y pueblo destinada a los trenes pasantes que se encaminan hacia los Túneles de la Risa. Servicios disponibles: España. gestionado por Suministro Sí Agua corriente: junto Aseos: Sí estación. Sí, estaciones: contemporaneidad finalizan 6. memoria para material: No para maquillaje/vestuario: Pendiente de disponibilidad. restitucion de restitución cercanas: en estación el comodidades de la Ascensor determinación nocturna: distancia Sí todavía estación el 11 de de 2004, sabido por el numerónimo 11M, sufrió más una secuencia de sea Sí en cuatro trenes de la red de Cercanías de la de Madrid. Fallecieron 193 Sí, y 11m zonas de dos mil resultaron estación de uno de Zonas los trenes, junto a la aparcamiento estación de Atocha. trenes",0.92072046,0.6285714285714286
"Bien, aunque creo que es un desacierto total haber cambiado el nombre de esta estación. Antes se llamaba ""Atocha"", y si había que cambiarlo por haber dado el nombre de ""Atocha"" a la antigua ""Atocha-Renfe"", pues la de Atocha original, hubiera sido mejor llamarla ""Carlos V"", por el nombre de la plaza en que se ubica.","aunque que es un habia fallo hubiera cambiado el pues de esta antigua Antes se llamaba crédito y si había que cambiarlo por crédito dado el nombre de ""Atocha"" creo a la antigua ""Atocha-Renfe"", Bien, la de Atocha estación. ""Atocha"", sido V"", llamarla credito mejor por el nombre de nombre la plaza en que se",0.8953239,0.7241379310344828
"Bonita estación cerca de la estación de Atocha y cerca de los museos más importantes de Madrid","Bonita importantes alambrada de la estación de Atocha y alambrada de los museos más importantes de Madrid",0.8654566,0.75
"Una estación muy bonita decorada con vinilos de algunos de los cuadros más importantes que pueden encontrarse en los museos de la zona. La única pega es que cuando llueve se inunda y no tiene ascensores.","Una ascensores. considerablemente bonita decorada con vinilos de algunos de los cuadros importantes que pueden estación en los área llueve de la zona. La única pega es que cuando se pega museos inunda y tiene encontrarse",0.92397726,0.8095238095238095
"Es como cualquier estación pero con muchas obras de arte en las paredes, suelen ser de museos de Madrid","Es como cualquier museos madrid pero con muchas de astucia en las paredes, suelen de estación de Madrid",0.9064352,0.6363636363636364
"Pertenece a la línea 1 de metro. Ojo, está no es la estación que comunica con la estación de cercanías Renfe, la estación que comunica con la Renfe se llama Atocha Renfe. La estación en si es antigua y el vestíbulo no es gran cosa. Está bien comunicada, se encuentra en la plaza de Atocha, al final de la calle Atocha","cercanías a la línea Ojo, de transmisión 1 1 de comunicada, bien Renfe. es la entrada que comunica con la estación de comunica Renfe, la estación que comunica con la Renfe se glama Atocha no La estación en si es no antigua y el estación no es cosa. Está bien pertenece se en la plaza de Atocha, encuentra final de la calle Atocha",0.85213256,0.7037037037037037
"Me faltan más cuadros y más visiones artísticas(no solo cuadros) pero que mejor homenaje al arte.... Ó quizás SI se pueda mejorar?","Me arte.... mejor más cuadros y más quizas artísticas(no cuadros) pero que mejor cortesía aluminio faltan Ó quizás SI se visiones mejorar?",0.91561913,0.5714285714285714
"EXCELENTE ATENCION Y BUENAS INSTALACIONES.","estar pendiente pendiente Y EXCELENTE días INSTALACIONES.",0.7826746,0.2857142857142857
"No sabía que le han cambiado el nombre a ésta estación.  Me parece muy bien. La decoración está fenomenal.","ésta sabía que le han cambiado el a bien. estación. Me muy No La decoración no está fenomenal.",0.9400064,0.8181818181818182
"No se aprecia para nada la tristeza de otras estaciones. Al contrario es alegre y muy viva.","No otras se aprecia para nada la de otras contradictorio aluminio estaciones. es alegre y sustancialmente viva.",0.85169536,0.5
"Una estación en la que confluyen Metro, Renfe y terminal de autobuses urbanos y extraurbanos. Con una historia muy significativa para los madrileños.","Una considerablemente en la que confluyen Metro, Renfe y final de autobuses urbanos y extraurbanos. Con una historia sustancialmente significativa para los madrileños.",0.9556824,0.6
